date,stock_ticker,stock_name,etf_ticker,theme,report_date,filing_date,market_value,shares,source,record_status
2020-03-31,NVDA,NVIDIA Corporation,PSI,Semiconductor,2020-01-31,2020-03-31,12784479.39,54073,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,NVDA,NVIDIA Corporation,ROBO,Robotics,2020-01-31,2020-03-31,22929927.12,96984,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,NVDA,NVIDIA Corporation,SMH,Semiconductor,2019-12-31,2020-02-25,89919424.4,382148,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,ORCL,Oracle Corporation,GRID,Infrastructure,2019-12-31,2020-02-26,566674.08,10696,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,ORCL,Oracle Corporation,IGV,Cloud Computing,2019-12-31,2020-02-27,219648298.56,4145872,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,ORCL,Oracle Corporation,SKYY,Cloud Computing,2019-12-31,2020-02-26,93115899.66,1757567,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,PFE,Pfizer Inc.,PBE,Biotechnology,2020-01-31,2020-03-31,10935414.28,293647,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,PYPL,"PayPal Holdings, Inc.",FDN,Internet,2019-12-31,2020-02-25,354267999.68,3275104,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,SNAP,Snap Inc.,FDN,Internet,2019-12-31,2020-02-25,178572354.89,10935233,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,SNAP,Snap Inc.,IGV,Cloud Computing,2019-12-31,2020-02-27,30324924.31,1857007,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,SNAP,Snap Inc.,PNQI,Internet,2020-01-31,2020-03-31,11646321.58,633641,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,TMO,Thermo Fisher Scientific Inc.,IHI,Healthcare Innovation,2019-12-31,2020-02-27,535620641.01,1648723,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,TSLA,"Tesla, Inc.",GRID,Infrastructure,2019-12-31,2020-02-26,256854.62,614,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,TSLA,"Tesla, Inc.",LIT,Battery,2020-01-31,2020-03-30,53991454.87,82991,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,TSLA,"Tesla, Inc.",PBD,Clean Energy,2020-01-31,2020-03-31,974553.86,1498,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,TSLA,"Tesla, Inc.",PBW,Clean Energy,2020-01-31,2020-03-31,10271849.73,15789,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,TSLA,"Tesla, Inc.",QCLN,Clean Energy,2019-12-31,2020-02-25,13471480.99,32203,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-03-31,TSLA,"Tesla, Inc.",SMOG,Clean Energy,2019-12-31,2020-02-18,9921950.94,23718,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,AAPL,Apple Inc.,ARKG,Biotechnology,2019-04-30,2019-06-27,6937563,34572,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2020-04-30,ABBV,AbbVie Inc.,PBE,Biotechnology,2020-01-31,2020-03-31,10404831.46,128423,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ABBV,AbbVie Inc.,XBI,Biotechnology,2019-12-31,2020-02-27,73130144.24,825956,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ABT,Abbott Laboratories,IHI,Healthcare Innovation,2019-12-31,2020-02-27,631200328.2,7266870,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ABT,Abbott Laboratories,PBE,Biotechnology,2020-01-31,2020-03-31,11572017.72,132798,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ADBE,Adobe Inc.,IGV,Cloud Computing,2019-12-31,2020-02-27,252316523.16,765036,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ADBE,Adobe Inc.,SKYY,Cloud Computing,2019-12-31,2020-02-26,52567426.47,159387,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,AMZN,"Amazon.com, Inc.",FDN,Internet,2019-12-31,2020-02-25,698043734.08,377762,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,AMZN,"Amazon.com, Inc.",PNQI,Internet,2020-01-31,2020-03-31,44298302.16,22053,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,AMZN,"Amazon.com, Inc.",SKYY,Cloud Computing,2019-12-31,2020-02-26,101245001.44,54791,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,APD,"Air Products and Chemicals, Inc.",PBW,Clean Energy,2020-01-31,2020-03-31,6506041.05,27255,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,AVGO,Broadcom Inc.,CIBR,Cybersecurity,2019-12-31,2020-02-26,73649093.04,233052,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,AVGO,Broadcom Inc.,PSI,Semiconductor,2020-01-31,2020-03-31,11308314.12,37057,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,AVGO,Broadcom Inc.,SMH,Semiconductor,2019-12-31,2020-02-25,69991161.54,221477,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,BABA,Alibaba Group Holding Limited,PNQI,Internet,2020-01-31,2020-03-31,41019064.27,198553,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,BABA,Alibaba Group Holding Limited,SKYY,Cloud Computing,2019-12-31,2020-02-26,87199612.5,411125,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,CSCO,"Cisco Systems, Inc.",CIBR,Cybersecurity,2019-12-31,2020-02-26,78001568.48,1626388,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,CSCO,"Cisco Systems, Inc.",FDN,Internet,2019-12-31,2020-02-25,444618119.88,9270603,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,CSCO,"Cisco Systems, Inc.",GRID,Infrastructure,2019-12-31,2020-02-26,664629.68,13858,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,CSCO,"Cisco Systems, Inc.",HACK,Cybersecurity,2019-12-31,2020-04-01,62291551.08,1298823,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,CSCO,"Cisco Systems, Inc.",SKYY,Cloud Computing,2019-12-31,2020-02-26,69626985.12,1451772,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,D,"Dominion Energy, Inc.",NLR,Nuclear,2019-12-31,2020-02-18,1839349.38,22209,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,DE,Deere & Company,MOO,Agribusiness,2019-12-31,2020-02-20,49187820.96,283896,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,DE,Deere & Company,ROBO,Robotics,2020-01-31,2020-03-31,11717159.04,73888,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,DHR,Danaher Corporation,CGW,Water,2020-01-31,2020-03-31,37897271.99,235577,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,DHR,Danaher Corporation,IHI,Healthcare Innovation,2019-12-31,2020-02-27,375116477.52,2444074,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,DHR,Danaher Corporation,PHO,Water,2020-01-31,2020-03-31,97557681.06,606438,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,DHR,Danaher Corporation,PIO,Water,2020-01-31,2020-03-31,17073133.1,106130,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,DUK,Duke Energy Corporation,NLR,Nuclear,2019-12-31,2020-02-18,1841347.48,20188,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ECL,Ecolab Inc.,PHO,Water,2020-01-31,2020-03-31,93003402.51,474241,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ECL,Ecolab Inc.,PIO,Water,2020-01-31,2020-03-31,16276345.56,82996,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,EXC,Exelon Corporation,NLR,Nuclear,2019-12-31,2020-02-18,1621773.07,35573,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,FB,"Meta Platforms, Inc.",FDN,Internet,2019-12-31,2020-02-25,571984747.75,2786771,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,FB,"Meta Platforms, Inc.",PNQI,Internet,2020-01-31,2020-03-31,39764357.31,196941,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,GOOG,Alphabet Inc.,FDN,Internet,2019-12-31,2020-02-25,686309891.18,512858,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,GOOG,Alphabet Inc.,PNQI,Internet,2020-01-31,2020-03-31,43643618.9,30430,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,GOOG,Alphabet Inc.,SKYY,Cloud Computing,2019-12-31,2020-02-26,101340926.18,75662,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,HON,Honeywell International Inc.,GRID,Infrastructure,2019-12-31,2020-02-26,622509,3517,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,HON,Honeywell International Inc.,PPA,Defense,2020-01-31,2020-03-31,81439383,470150,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,JD,"JD.com, Inc.",PNQI,Internet,2020-01-31,2020-03-31,19446306.26,515954,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,JNJ,Johnson & Johnson,PBE,Biotechnology,2020-01-31,2020-03-31,12259295.63,82349,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,MSFT,Microsoft Corporation,IGV,Cloud Computing,2019-12-31,2020-02-27,240870191.5,1527395,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,MSFT,Microsoft Corporation,SKYY,Cloud Computing,2019-12-31,2020-02-26,102789017.7,651801,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,NFLX,"Netflix, Inc.",FDN,Internet,2019-12-31,2020-02-25,383252810.07,1184451,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,NFLX,"Netflix, Inc.",PNQI,Internet,2020-01-31,2020-03-31,43551393.27,126203,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,NGG,National Grid plc,GRID,Infrastructure,2019-12-31,2020-02-26,202984.34,16228,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2020-04-30,NVDA,NVIDIA Corporation,ARKG,Biotechnology,2019-04-30,2019-06-27,9452906,52226,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2020-04-30,NVDA,NVIDIA Corporation,GRID,Infrastructure,2019-12-31,2020-02-26,671310.9,2853,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,NVDA,NVIDIA Corporation,PSI,Semiconductor,2020-01-31,2020-03-31,12784479.39,54073,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,NVDA,NVIDIA Corporation,ROBO,Robotics,2020-01-31,2020-03-31,22929927.12,96984,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,NVDA,NVIDIA Corporation,SMH,Semiconductor,2019-12-31,2020-02-25,89919424.4,382148,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ORCL,Oracle Corporation,GRID,Infrastructure,2019-12-31,2020-02-26,566674.08,10696,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ORCL,Oracle Corporation,IGV,Cloud Computing,2019-12-31,2020-02-27,219648298.56,4145872,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,ORCL,Oracle Corporation,SKYY,Cloud Computing,2019-12-31,2020-02-26,93115899.66,1757567,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,PFE,Pfizer Inc.,PBE,Biotechnology,2020-01-31,2020-03-31,10935414.28,293647,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,PYPL,"PayPal Holdings, Inc.",FDN,Internet,2019-12-31,2020-02-25,354267999.68,3275104,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,SNAP,Snap Inc.,FDN,Internet,2019-12-31,2020-02-25,178572354.89,10935233,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,SNAP,Snap Inc.,IGV,Cloud Computing,2019-12-31,2020-02-27,30324924.31,1857007,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,SNAP,Snap Inc.,PNQI,Internet,2020-01-31,2020-03-31,11646321.58,633641,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,TMO,Thermo Fisher Scientific Inc.,IHI,Healthcare Innovation,2019-12-31,2020-02-27,535620641.01,1648723,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,TSLA,"Tesla, Inc.",GRID,Infrastructure,2019-12-31,2020-02-26,256854.62,614,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,TSLA,"Tesla, Inc.",LIT,Battery,2020-01-31,2020-03-30,53991454.87,82991,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,TSLA,"Tesla, Inc.",PBD,Clean Energy,2020-01-31,2020-03-31,974553.86,1498,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,TSLA,"Tesla, Inc.",PBW,Clean Energy,2020-01-31,2020-03-31,10271849.73,15789,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,TSLA,"Tesla, Inc.",QCLN,Clean Energy,2019-12-31,2020-02-25,13471480.99,32203,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-04-30,TSLA,"Tesla, Inc.",SMOG,Clean Energy,2019-12-31,2020-02-18,9921950.94,23718,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-05-31,AAPL,Apple Inc.,ARKG,Biotechnology,2019-04-30,2019-06-27,6937563,34572,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_internal_name_propagation
2020-05-31,ABBV,AbbVie Inc.,PBE,Biotechnology,2020-01-31,2020-03-31,10404831.46,128423,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-05-31,ABBV,AbbVie Inc.,XBI,Biotechnology,2019-12-31,2020-02-27,73130144.24,825956,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-05-31,ABT,Abbott Laboratories,IHI,Healthcare Innovation,2019-12-31,2020-02-27,631200328.2,7266870,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-05-31,ABT,Abbott Laboratories,PBE,Biotechnology,2020-01-31,2020-03-31,11572017.72,132798,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-05-31,ADBE,Adobe Inc.,IGV,Cloud Computing,2019-12-31,2020-02-27,252316523.16,765036,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-05-31,ADBE,Adobe Inc.,SKYY,Cloud Computing,2020-03-31,2020-05-20,52320883.68,164407,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-05-31,AMZN,"Amazon.com, Inc.",FDN,Internet,2020-03-31,2020-05-26,579848677.72,297401,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2020-05-31,AMZN,"Amazon.com, Inc.",PNQI,Internet,2020-01-31,2020-03-31,44298302.16,22053,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
